Age,Categorie_age,Sexe,Milieu,Region_geographique,Etat_matrimonial,Niveau_education,Annees_experience,CSP,Secteur_emploi,Propriete_immobiliere,Vehicule_motorise,Terrain_agricole,Revenu_secondaire,Revenu_Annuel
50,45-54,Femme,Urbain,Sud,Marié,Secondaire,0.0,Ouvriers,Privé,Oui,Oui,Non,Non,8518.0
48,45-54,Homme,Rural,Centre,Marié,Supérieur,16.0,Cadres supérieurs,Privé,Oui,Non,Non,Non,119114.0
35,35-44,Femme,Rural,Est,Marié,Supérieur,3.0,Professions intermédiaires,Privé,Oui,Oui,Non,Oui,37113.0
52,45-54,Femme,Urbain,Nord,Veuf,Secondaire,31.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,39748.0
29,25-34,Homme,Urbain,Ouest,Divorcé,Secondaire,2.0,Employés,Privé,Oui,Non,Non,Non,17898.0
42,35-44,Homme,Urbain,Sud,Marié,Fondamental,17.0,Ouvriers,,Non,Non,Non,Non,5916.0
62,55-64,Homme,Urbain,Centre,Marié,Fondamental,20.0,Ouvriers,Informel,Non,Non,Non,Non,7161.0
48,45-54,Homme,Urbain,Ouest,Marié,Secondaire,20.0,Professions intermédiaires,Public,Non,Non,Non,Non,39668.0
27,25-34,Homme,Rural,Nord,Marié,Supérieur,0.0,Professions intermédiaires,Privé,Non,Non,Non,Oui,40959.0
51,45-54,Homme,Urbain,Est,Célibataire,Sans niveau,11.0,Inactifs,nan,Non,Non,Non,Non,4684.0
20,18-24,Homme,Urbain,Est,Marié,Secondaire,0.0,Employés,Privé,Non,Non,Non,Non,14310.0
63,55-64,Femme,Rural,Ouest,Veuf,Fondamental,3.0,Agriculteurs,Informel,Non,Non,Oui,Non,2909.0
56,55-64,Femme,Rural,Nord,Divorcé,Fondamental,25.0,Ouvriers,Informel,Non,Non,Non,Non,4702.0
25,25-34,Femme,Rural,Centre,Marié,Fondamental,4.0,Ouvriers,Informel,Non,Non,Non,Non,3438.0
49,45-54,Femme,Rural,Nord,Marié,Secondaire,14.0,Professions intermédiaires,Privé,Non,Non,Non,Non,24191.0
60,55-64,Femme,Urbain,Est,Divorcé,Secondaire,14.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,24472.0
46,45-54,Homme,Urbain,Est,Divorcé,Secondaire,21.0,Professions intermédiaires,Privé,Non,Non,Non,Non,36526.0
39,35-44,Femme,Rural,Centre,Divorcé,Secondaire,5.0,Employés,Informel,Non,Non,Non,Oui,13060.0
37,35-44,Femme,Rural,Est,Divorcé,Secondaire,4.0,Ouvriers,Privé,Non,Non,Non,Non,8616.0
23,18-24,Femme,Urbain,Ouest,Célibataire,Secondaire,0.0,Ouvriers,Informel,Non,Non,Non,Non,7200.0
60,55-64,Homme,Urbain,Est,Marié,Supérieur,1.0,Employés,Privé,Non,Non,Non,Non,30217.0
46,45-54,Femme,Urbain,Est,Divorcé,Fondamental,27.0,Ouvriers,Privé,Non,Non,Non,Non,7337.0
59,55-64,Femme,Rural,Sud,Veuf,Secondaire,1.0,Ouvriers,Informel,Non,Non,Non,Non,5483.0
34,25-34,Homme,Rural,Nord,Marié,Sans niveau,12.0,Ouvriers,Privé,Non,Non,Non,Non,3410.0
48,45-54,Femme,Rural,Est,Célibataire,Fondamental,18.0,Ouvriers,Informel,Non,Non,Non,Non,3797.0
51,45-54,Homme,Urbain,Centre,Veuf,Sans niveau,16.0,Agriculteurs,Informel,Non,Non,Non,Oui,6651.0
55,55-64,Femme,Urbain,Centre,Célibataire,Secondaire,26.0,Professions intermédiaires,Public,Oui,Oui,Non,Non,36098.0
54,45-54,Femme,Urbain,Ouest,Marié,Supérieur,12.0,Cadres supérieurs,Privé,Oui,Oui,Non,Non,84095.0
21,18-24,Homme,Urbain,Nord,Célibataire,Secondaire,1.0,Employés,Privé,Non,Non,Non,Non,16297.0
19,18-24,Femme,Rural,Centre,Célibataire,Supérieur,0.0,Employés,Informel,Oui,Oui,Non,Non,16999.0
29,25-34,Homme,Urbain,Centre,Marié,Supérieur,6.0,Professions intermédiaires,Public,Non,Non,Non,Oui,64123.0
52,45-54,Femme,Urbain,Est,Célibataire,Supérieur,26.0,Cadres supérieurs,Public,Oui,Non,Non,Oui,111680.0
23,18-24,Homme,Rural,Est,Célibataire,Secondaire,3.0,Ouvriers,Privé,Non,Non,Non,Non,10522.0
63,55-64,Femme,Urbain,Est,Célibataire,Fondamental,5.0,Agriculteurs,Informel,Non,Non,Oui,Non,3464.0
25,25-34,Femme,Rural,Nord,Divorcé,Fondamental,5.0,Ouvriers,Privé,Non,Non,Non,Non,4516.0
38,35-44,Femme,Urbain,Est,Célibataire,Secondaire,7.0,Employés,Privé,Non,Non,Oui,Non,14802.0
63,55-64,Homme,Rural,Est,Divorcé,Secondaire,22.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,34537.0
52,45-54,Femme,Rural,Ouest,Marié,Secondaire,14.0,Professions intermédiaires,Privé,Oui,Oui,Non,Non,25404.0
32,25-34,Homme,Urbain,Ouest,Marié,Fondamental,2.0,Agriculteurs,Informel,Non,Non,Non,Oui,7812.0
24,18-24,Homme,Urbain,Centre,Célibataire,Supérieur,0.0,Professions intermédiaires,Public,Non,Oui,Non,Non,41243.0
32,25-34,Femme,Urbain,Centre,Marié,Sans niveau,0.0,Ouvriers,Informel,Non,Non,Non,Oui,6017.0
62,55-64,Femme,Urbain,Centre,Marié,Supérieur,28.0,Cadres supérieurs,Privé,Oui,Oui,Non,Non,138938.0
23,18-24,Femme,Urbain,Sud,Célibataire,Fondamental,0.0,Agriculteurs,Informel,Non,Non,Oui,Non,3276.0
34,25-34,Femme,Rural,Sud,Marié,Secondaire,8.0,Employés,Informel,Non,Oui,Non,Oui,12885.0
21,18-24,Homme,Urbain,Centre,Célibataire,Secondaire,0.0,Employés,Informel,Oui,Non,Non,Non,12024.0
39,35-44,Femme,Urbain,Ouest,Marié,Sans niveau,16.0,Agriculteurs,Informel,Oui,Non,Oui,Non,2731.0
49,45-54,Femme,Urbain,Est,Marié,Supérieur,5.0,Professions intermédiaires,Privé,Oui,Non,Non,Non,41306.0
39,35-44,Femme,Rural,Ouest,Marié,Sans niveau,17.0,Agriculteurs,Informel,Non,Non,Non,Non,1909.0
44,35-44,Femme,Rural,Nord,Marié,Sans niveau,8.0,Inactifs,nan,Non,Non,Oui,Non,2676.0
63,55-64,Homme,Urbain,Nord,Veuf,Fondamental,12.0,Ouvriers,Privé,Non,Non,Non,Non,8290.0
32,25-34,Femme,Urbain,Centre,Marié,Secondaire,4.0,Ouvriers,Privé,Non,Non,Non,Non,11561.0
61,55-64,Femme,Urbain,Sud,Marié,Secondaire,2.0,Ouvriers,Informel,Non,Oui,Non,Non,6733.0
39,35-44,Femme,Urbain,Est,Marié,Supérieur,5.0,Professions intermédiaires,Privé,Oui,Oui,Non,Non,41356.0
45,45-54,Femme,Urbain,Centre,Marié,Secondaire,25.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,36873.0
59,55-64,Homme,Urbain,Nord,Divorcé,Secondaire,15.0,Professions intermédiaires,Privé,Oui,Non,Non,Non,34816.0
55,55-64,Femme,Rural,Centre,Marié,Fondamental,14.0,Ouvriers,Privé,Non,Non,Non,Non,5484.0
26,25-34,Homme,Urbain,Centre,Marié,Fondamental,3.0,Ouvriers,Privé,Non,Non,Non,Non,7304.0
51,45-54,Homme,Rural,Nord,Marié,Secondaire,6.0,Employés,Privé,Oui,Non,Non,Non,17427.0
53,45-54,Femme,Urbain,Sud,Marié,Supérieur,30.0,Cadres supérieurs,Public,Oui,Oui,Non,Non,120175.0
26,25-34,Homme,Rural,Ouest,Célibataire,Fondamental,2.0,Ouvriers,Privé,Non,Non,Non,Non,5624.0
32,25-34,Homme,Rural,Ouest,Marié,Fondamental,2.0,Agriculteurs,Informel,Non,Oui,Non,Non,3561.0
62,55-64,Homme,Rural,Centre,Marié,Secondaire,19.0,Professions intermédiaires,Public,Non,Non,Non,Non,35710.0
37,35-44,Homme,Rural,Nord,Marié,Secondaire,5.0,Employés,Informel,Non,Oui,Non,Non,12363.0
25,25-34,Femme,Urbain,Sud,Marié,Supérieur,2.0,Employés,Informel,Non,Oui,Non,Non,18611.0
45,45-54,Homme,Urbain,Centre,Marié,Supérieur,4.0,Professions intermédiaires,Public,Oui,Oui,Non,Non,54135.0
36,35-44,Femme,Rural,Ouest,Marié,Fondamental,0.0,Agriculteurs,Informel,Oui,Non,Non,Non,2696.0
33,25-34,Homme,Rural,Ouest,Marié,Fondamental,10.0,Ouvriers,Informel,Non,,Non,Non,4772.0
28,25-34,Femme,Urbain,Centre,Marié,Supérieur,4.0,Professions intermédiaires,Privé,Non,Oui,Non,Oui,48019.0
59,55-64,Femme,Rural,Nord,Veuf,Secondaire,38.0,Professions intermédiaires,Public,Non,Non,Non,Non,40180.0
25,25-34,Homme,Rural,Ouest,Marié,Sans niveau,0.0,Ouvriers,Informel,Non,Non,Non,Non,2357.0
50,45-54,Femme,Urbain,Est,Divorcé,Fondamental,24.0,Ouvriers,Informel,Non,Non,Non,Non,5104.0
27,25-34,Femme,Urbain,Sud,Célibataire,Secondaire,0.0,Ouvriers,Informel,Non,Non,Non,Non,6220.0
35,35-44,Homme,Urbain,Nord,Marié,Supérieur,7.0,Professions intermédiaires,Public,Oui,Non,Non,Non,61757.0
52,45-54,Homme,Urbain,Nord,Marié,Fondamental,10.0,Ouvriers,Privé,Non,Oui,Non,Non,8042.0
60,55-64,Femme,Rural,Centre,Divorcé,Fondamental,37.0,Ouvriers,Informel,Non,Non,Non,Non,5714.0
20,18-24,Femme,Urbain,Nord,Divorcé,Secondaire,0.0,Ouvriers,Privé,Non,Non,Non,Non,9444.0
57,55-64,Homme,Urbain,Est,Marié,Secondaire,20.0,Professions intermédiaires,Privé,Oui,Oui,Non,Non,36008.0
44,35-44,Femme,Rural,Ouest,Marié,Secondaire,24.0,Professions intermédiaires,Privé,Non,Oui,Non,Oui,36486.0
45,45-54,Femme,Rural,Ouest,Veuf,Fondamental,15.0,Ouvriers,Informel,Non,Non,Non,Non,4167.0
63,55-64,Homme,Urbain,Sud,Marié,Supérieur,4.0,Professions intermédiaires,Privé,Oui,Oui,Non,Oui,52084.0
23,18-24,Homme,Urbain,Est,Célibataire,Fondamental,1.0,Ouvriers,Privé,Non,Non,Non,Non,6430.0
31,25-34,Homme,Rural,Centre,Marié,Secondaire,8.0,Employés,Public,Non,Non,Non,Non,19026.0
24,18-24,Homme,Urbain,Est,Marié,Sans niveau,3.0,Ouvriers,Informel,Non,Non,Non,Non,3291.0
27,25-34,Homme,Urbain,Ouest,Célibataire,Sans niveau,6.0,Ouvriers,Privé,Oui,Non,Non,Non,5333.0
32,25-34,Homme,Rural,Sud,Marié,Supérieur,3.0,Professions intermédiaires,Public,Oui,Oui,Non,Non,41227.0
48,45-54,Homme,Urbain,Ouest,Marié,Sans niveau,25.0,Inactifs,nan,Non,Non,Non,Non,5741.0
46,45-54,Homme,Urbain,Nord,Marié,Secondaire,25.0,Professions intermédiaires,Public,Non,Non,Non,Non,42445.0
59,55-64,Femme,Urbain,Nord,Célibataire,Sans niveau,9.0,Ouvriers,Informel,Non,Oui,Non,Non,3067.0
34,25-34,Femme,Urbain,Ouest,Marié,Supérieur,1.0,Professions intermédiaires,Privé,Oui,Oui,Non,Oui,39760.0
46,45-54,Femme,Rural,Ouest,Veuf,Secondaire,13.0,Professions intermédiaires,Privé,Non,Non,Non,Oui,27774.0
61,55-64,Femme,Urbain,Nord,Célibataire,Secondaire,10.0,Employés,Informel,Non,Non,Non,Non,13117.0
32,25-34,Homme,Urbain,Centre,Veuf,Fondamental,6.0,Ouvriers,Informel,Non,Non,Non,Non,5788.0
43,35-44,Femme,Rural,Ouest,Marié,Supérieur,16.0,Cadres supérieurs,Public,Oui,Non,Non,Non,90380.0
29,25-34,Femme,Rural,Ouest,Marié,Secondaire,9.0,Employés,Informel,Non,Non,Non,Non,11893.0
42,35-44,Femme,Rural,Sud,Marié,Supérieur,19.0,Cadres supérieurs,Privé,Non,Non,Non,Oui,93383.0
58,55-64,Femme,Urbain,Ouest,Marié,Sans niveau,40.0,Agriculteurs,Privé,Oui,Non,Non,Non,4203.0
22,18-24,Femme,Urbain,Centre,Célibataire,Secondaire,2.0,Ouvriers,Informel,Non,Non,Non,Non,7767.0
21,18-24,Homme,Urbain,Est,Marié,Fondamental,2.0,Ouvriers,Informel,Non,Non,Non,Non,4575.0
61,55-64,Homme,Urbain,Sud,Veuf,Sans niveau,27.0,Ouvriers,Privé,Non,Non,Non,Non,4980.0
58,55-64,Homme,Urbain,Sud,Divorcé,Fondamental,5.0,Ouvriers,Privé,Non,Non,Non,Oui,9904.0
48,45-54,Femme,Rural,Nord,Veuf,Fondamental,20.0,Ouvriers,Privé,Non,Non,Non,Non,5900.0
20,18-24,Homme,Rural,Ouest,Célibataire,Fondamental,2.0,Ouvriers,Privé,Non,Oui,Non,Non,5495.0
20,18-24,Homme,Urbain,Centre,Marié,Secondaire,0.0,Employés,Public,Non,Oui,Non,Non,15707.0
43,35-44,Femme,Urbain,Ouest,Marié,Sans niveau,8.0,Inactifs,nan,Oui,Non,Non,Non,4279.0
34,25-34,Femme,Urbain,Nord,,Supérieur,8.0,Professions intermédiaires,Privé,Oui,Oui,Non,Non,53447.0
27,25-34,Femme,Urbain,Sud,Marié,Secondaire,6.0,Employés,Privé,Oui,Non,Non,Non,14447.0
19,18-24,Femme,Urbain,Nord,Célibataire,Supérieur,0.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,32656.0
41,35-44,Homme,Urbain,Est,Marié,Supérieur,10.0,Cadres supérieurs,Privé,Oui,Non,Non,Oui,87180.0
28,25-34,Femme,Rural,Centre,Marié,Secondaire,7.0,Employés,Privé,Oui,Non,Non,Non,15106.0
41,35-44,Homme,Urbain,Sud,Marié,Sans niveau,12.0,Ouvriers,Privé,Non,Non,Non,Non,4667.0
52,45-54,Femme,Urbain,Centre,Marié,Secondaire,6.0,Employés,Informel,Non,Non,Non,Non,12135.0
40,35-44,Homme,Rural,Centre,Marié,Supérieur,2.0,Professions intermédiaires,Privé,Non,Non,Non,Oui,49374.0
49,45-54,Femme,Urbain,Nord,Divorcé,Supérieur,11.0,Cadres supérieurs,Privé,Non,Oui,Non,Non,76744.0
40,35-44,Homme,Rural,Nord,Divorcé,Secondaire,16.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,32433.0
51,45-54,Femme,Urbain,Est,Divorcé,Sans niveau,17.0,Ouvriers,Privé,Non,Oui,Non,Non,3830.0
58,55-64,Homme,Urbain,Nord,Marié,Fondamental,33.0,Ouvriers,Privé,Non,Oui,Non,Non,11027.0
36,35-44,Femme,Urbain,Nord,Marié,Secondaire,14.0,Professions intermédiaires,Privé,Oui,Non,Non,Non,26869.0
19,18-24,Femme,Rural,Nord,Célibataire,Supérieur,0.0,Employés,Privé,Non,Non,Non,Non,22343.0
19,18-24,Homme,Urbain,Sud,Célibataire,Fondamental,0.0,Inactifs,nan,Non,Non,Non,Non,6249.0
32,25-34,Femme,Urbain,Nord,Marié,Supérieur,1.0,Employés,Privé,Oui,Oui,Non,Non,26533.0
38,35-44,Femme,Urbain,Ouest,Marié,Secondaire,4.0,Ouvriers,Informel,Non,Non,Non,Non,8400.0
52,45-54,Femme,Urbain,Centre,Marié,Sans niveau,33.0,Ouvriers,Informel,Non,Non,Non,Non,3436.0
22,18-24,Femme,Urbain,Centre,Célibataire,Sans niveau,4.0,Ouvriers,Privé,Non,Non,Non,Non,4163.0
60,55-64,Femme,Rural,Est,Veuf,Fondamental,24.0,Ouvriers,Privé,Non,Non,Non,Non,5721.0
44,35-44,Femme,Urbain,Nord,Marié,Supérieur,3.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,40473.0
41,35-44,Femme,Urbain,Sud,Marié,Fondamental,18.0,Ouvriers,Privé,Non,Non,Non,Non,6530.0
24,18-24,Homme,Urbain,Centre,Célibataire,Supérieur,0.0,Employés,Privé,Non,Oui,Non,Non,32288.0
23,18-24,Homme,Urbain,Nord,Célibataire,Secondaire,0.0,Ouvriers,Informel,Non,Non,Non,Non,8608.0
63,55-64,Homme,Rural,Est,Marié,Secondaire,33.0,Professions intermédiaires,Privé,Non,Non,Non,Non,43958.0
50,45-54,Homme,Urbain,Est,Célibataire,Secondaire,14.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,30829.0
34,25-34,Homme,Urbain,Ouest,Marié,Secondaire,5.0,Employés,Privé,Non,Non,Non,Oui,23253.0
63,55-64,Femme,Rural,Centre,Marié,Secondaire,20.0,Professions intermédiaires,Privé,Oui,Oui,Non,Oui,33003.0
59,55-64,Femme,Urbain,Centre,Marié,Secondaire,21.0,Professions intermédiaires,Privé,Oui,Oui,Non,Non,33509.0
47,45-54,Homme,Rural,Est,Veuf,Fondamental,26.0,Ouvriers,Informel,Non,Non,Non,Non,5407.0
25,25-34,Homme,Urbain,Ouest,Marié,Supérieur,1.0,Employés,Privé,Non,Oui,Non,Non,34921.0
57,55-64,Homme,Urbain,Ouest,Divorcé,Fondamental,8.0,Ouvriers,Privé,Non,Non,Non,Non,8231.0
63,55-64,Homme,Urbain,Nord,Divorcé,Supérieur,31.0,Cadres supérieurs,Privé,Oui,Oui,Non,Oui,183115.0
24,18-24,Homme,Urbain,Centre,Célibataire,Secondaire,3.0,Ouvriers,Privé,Oui,Non,Non,Non,13904.0
23,18-24,Femme,Rural,Centre,Célibataire,Secondaire,2.0,Ouvriers,Privé,Oui,Non,Non,Non,9111.0
21,18-24,Homme,Rural,Sud,Célibataire,Fondamental,0.0,Inactifs,nan,Non,Non,Non,Non,4605.0
18,18-24,Homme,Urbain,Sud,Célibataire,Fondamental,0.0,Inactifs,nan,Non,Non,Non,Non,6319.0
32,25-34,Femme,Urbain,Nord,Marié,Secondaire,1.0,Ouvriers,Informel,Non,Non,Non,Non,7158.0
48,45-54,Femme,Urbain,Ouest,Marié,Sans niveau,14.0,Agriculteurs,Privé,Oui,Non,Oui,Non,3859.0
42,35-44,Femme,Urbain,Sud,Marié,Fondamental,11.0,Ouvriers,Informel,Non,Non,Non,Non,4355.0
50,45-54,Femme,Rural,Sud,Marié,Fondamental,9.0,Ouvriers,Informel,Non,Non,Non,Non,3204.0
52,45-54,Homme,Urbain,Est,Marié,Sans niveau,3.0,Ouvriers,Privé,Oui,Non,Non,Non,4750.0
22,18-24,Femme,Urbain,Centre,Célibataire,Supérieur,0.0,Employés,Informel,Non,Non,Non,Non,18572.0
22,18-24,Homme,Urbain,Ouest,Célibataire,Fondamental,3.0,Ouvriers,Privé,Non,Non,Non,Non,7596.0
53,45-54,Femme,Urbain,Centre,Divorcé,Fondamental,33.0,Ouvriers,Privé,Non,Non,Non,Non,9115.0
34,25-34,Homme,Urbain,Nord,Marié,Sans niveau,9.0,Ouvriers,Informel,Non,Non,Non,Non,3659.0
31,25-34,Homme,Urbain,Sud,Veuf,Supérieur,7.0,Professions intermédiaires,Public,Oui,Oui,Non,Non,55350.0
46,45-54,Homme,Rural,Sud,Veuf,Sans niveau,6.0,Agriculteurs,Informel,Oui,Non,Oui,Non,1923.0
25,25-34,Femme,Urbain,Est,Marié,Sans niveau,5.0,Ouvriers,Informel,Non,Oui,Non,Non,2651.0
51,45-54,Homme,Urbain,Nord,Célibataire,Fondamental,3.0,Ouvriers,Privé,Oui,Non,Non,Non,7272.0
57,55-64,Femme,Urbain,Nord,Marié,Fondamental,33.0,Ouvriers,Informel,Non,Non,Non,Non,6287.0
18,18-24,Homme,Rural,Ouest,Marié,Secondaire,0.0,Employés,Informel,Non,Oui,Non,Non,10218.0
46,45-54,Femme,Urbain,Centre,Marié,Secondaire,12.0,Employés,Informel,Non,Oui,Non,Non,14658.0
53,45-54,Femme,Urbain,Centre,Divorcé,Fondamental,20.0,Ouvriers,Privé,Non,Oui,Non,Non,7884.0
54,45-54,Femme,Rural,Ouest,Marié,Secondaire,26.0,Professions intermédiaires,Public,Oui,Oui,Non,Oui,36221.0
46,45-54,Femme,Urbain,Ouest,Divorcé,Fondamental,4.0,Ouvriers,Informel,Non,Oui,Non,Non,4464.0
22,18-24,Femme,Rural,Ouest,Marié,Secondaire,2.0,Ouvriers,Informel,Non,Non,Non,Non,6671.0
49,45-54,Femme,Rural,Ouest,Marié,Supérieur,7.0,Professions intermédiaires,Privé,Oui,Non,Non,Non,50625.0
41,35-44,Homme,Rural,Sud,Marié,Supérieur,17.0,Cadres supérieurs,Privé,Oui,Non,Non,Non,106975.0
36,35-44,Homme,Rural,Est,Marié,Supérieur,10.0,Cadres supérieurs,Privé,Non,Oui,Non,Oui,83199.0
29,25-34,Homme,Rural,Nord,Marié,Secondaire,5.0,Employés,Informel,Non,Non,Oui,Non,12173.0
18,18-24,Femme,Urbain,Ouest,Célibataire,Sans niveau,0.0,Inactifs,nan,Non,Non,Oui,Non,4174.0
24,18-24,Homme,Urbain,Centre,Divorcé,Fondamental,6.0,Agriculteurs,Informel,Non,Non,Non,Non,5139.0
34,25-34,Homme,Rural,Sud,Veuf,Sans niveau,3.0,Agriculteurs,Informel,Non,Non,Oui,Non,1842.0
51,45-54,Femme,Rural,Nord,Marié,Secondaire,3.0,Ouvriers,Informel,Non,Non,Non,Non,6629.0
60,55-64,Homme,Rural,Centre,Veuf,Fondamental,31.0,Ouvriers,Informel,Non,Non,Non,Non,6766.0
24,18-24,Femme,Rural,Ouest,Célibataire,Fondamental,6.0,Ouvriers,Privé,Non,Non,Non,Non,4740.0
34,25-34,Femme,Urbain,Ouest,Marié,Fondamental,0.0,Ouvriers,Privé,Non,Non,Oui,Non,5773.0
20,18-24,Femme,Rural,Est,Célibataire,Fondamental,0.0,Inactifs,nan,Oui,Non,Non,Non,3630.0
46,45-54,Homme,Rural,Ouest,Veuf,Fondamental,20.0,Ouvriers,Informel,Non,Non,Non,Non,5586.0
39,35-44,Femme,Rural,Centre,Veuf,Secondaire,10.0,Employés,Public,Non,Non,Non,Non,15921.0
55,55-64,Femme,Urbain,Centre,Marié,Fondamental,22.0,Ouvriers,Informel,Non,Non,Non,Non,5833.0
60,55-64,Homme,Rural,Nord,Marié,Secondaire,21.0,Professions intermédiaires,Privé,Oui,Oui,Non,Non,37201.0
46,45-54,Femme,Urbain,Sud,Célibataire,Sans niveau,10.0,Inactifs,nan,Non,Non,Non,Non,3818.0
59,55-64,Homme,Urbain,Centre,Divorcé,Sans niveau,20.0,Agriculteurs,Informel,Non,Non,Oui,Non,3695.0
22,18-24,Femme,Urbain,Sud,Célibataire,Secondaire,1.0,Ouvriers,Informel,Oui,Non,Non,Non,6337.0
47,45-54,Homme,Rural,Centre,Divorcé,Secondaire,15.0,Professions intermédiaires,Privé,Non,Oui,Non,Oui,36232.0
40,35-44,Homme,Rural,Centre,Marié,Secondaire,14.0,Professions intermédiaires,Public,Oui,Non,Non,Oui,33581.0
38,35-44,Femme,Urbain,Centre,Marié,Sans niveau,3.0,Ouvriers,Privé,Non,Oui,Non,Non,4105.0
43,35-44,Homme,Urbain,Nord,Marié,Fondamental,9.0,Ouvriers,Informel,Non,Non,Non,Non,5819.0
38,35-44,Femme,Rural,Nord,Marié,Supérieur,13.0,Cadres supérieurs,Privé,Oui,Non,Non,Non,80160.0
37,35-44,Femme,Rural,Nord,Divorcé,Secondaire,8.0,Employés,Privé,Non,Non,Non,Oui,17922.0
40,35-44,Homme,Urbain,Est,Marié,Secondaire,18.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,34336.0
21,18-24,Femme,Rural,Est,Célibataire,Sans niveau,0.0,Inactifs,nan,Non,Non,Non,Oui,5207.0
38,35-44,Femme,Urbain,Sud,Marié,Fondamental,17.0,Ouvriers,Informel,Non,Non,Non,Non,4636.0
38,35-44,Femme,Rural,Centre,Célibataire,Supérieur,0.0,Professions intermédiaires,Privé,Oui,Non,Non,Non,31360.0
18,18-24,Homme,Rural,Est,Marié,Fondamental,0.0,Inactifs,nan,Non,Non,Non,Non,4580.0
32,25-34,Femme,Urbain,Nord,Divorcé,Supérieur,7.0,Professions intermédiaires,Privé,Oui,Non,Non,Oui,54167.0
34,25-34,Femme,Urbain,Est,Marié,Sans niveau,8.0,Ouvriers,Informel,Non,Non,Non,Non,2708.0
31,25-34,Femme,Urbain,Est,Divorcé,Fondamental,11.0,Ouvriers,Informel,Non,Non,Non,Non,4279.0
36,35-44,Femme,Urbain,Centre,Marié,Fondamental,14.0,Ouvriers,Privé,Non,Oui,Non,Non,7129.0
51,45-54,Femme,Rural,Nord,Marié,Sans niveau,22.0,Agriculteurs,Informel,Non,Non,Oui,Non,1848.0
23,18-24,Femme,Urbain,Est,Célibataire,Secondaire,2.0,Ouvriers,Privé,Non,Oui,Non,Non,9274.0
62,55-64,Homme,Rural,Sud,Marié,Supérieur,29.0,Cadres supérieurs,Public,Oui,Non,Non,Non,145135.0
23,18-24,Homme,Rural,Nord,Célibataire,Fondamental,0.0,Agriculteurs,Informel,Oui,Non,Oui,Oui,6272.0
22,18-24,Femme,Rural,Centre,Célibataire,Secondaire,0.0,Ouvriers,Informel,Non,Non,Non,Oui,8968.0
24,18-24,Homme,Rural,Nord,Divorcé,Fondamental,3.0,Ouvriers,Privé,Non,Non,Non,Non,5275.0
50,45-54,Homme,Urbain,Centre,Marié,Fondamental,9.0,Ouvriers,Privé,Non,Non,Non,Non,8395.0
30,25-34,Femme,Urbain,Sud,Marié,Fondamental,11.0,Ouvriers,Privé,Non,Non,Non,Non,5859.0
18,18-24,Homme,Urbain,Centre,Célibataire,Fondamental,0.0,Inactifs,nan,Non,Non,Non,Non,7198.0
30,25-34,Femme,Rural,Ouest,Marié,Secondaire,1.0,Employés,Public,Non,Non,Non,Non,11152.0
60,55-64,Femme,Rural,Centre,Marié,Fondamental,16.0,Ouvriers,Privé,Oui,Non,Non,Non,5763.0
44,35-44,Homme,Urbain,Est,Marié,Sans niveau,8.0,Ouvriers,Informel,Non,Non,Non,Non,3365.0
24,18-24,Homme,Urbain,Centre,Marié,Supérieur,0.0,Professions intermédiaires,Public,Non,Oui,Non,Non,40995.0
20,18-24,Homme,Rural,Nord,Célibataire,Supérieur,0.0,Employés,Privé,Non,Non,Non,Non,28422.0
42,35-44,Femme,Urbain,Sud,Marié,Secondaire,12.0,Employés,Privé,Non,Oui,Non,Non,17347.0
50,45-54,Homme,Urbain,Nord,Divorcé,Sans niveau,27.0,Inactifs,nan,Non,Non,Non,Non,5482.0
57,55-64,Homme,Urbain,Ouest,Célibataire,Secondaire,11.0,Employés,Public,Oui,Oui,Non,Non,23599.0
34,25-34,Femme,Rural,Nord,Divorcé,Fondamental,3.0,Ouvriers,Informel,Non,Non,Non,Non,3070.0
62,55-64,Femme,Rural,Nord,Marié,Fondamental,23.0,Ouvriers,Privé,Non,Non,Non,Non,6271.0
31,25-34,Homme,Urbain,Centre,Marié,Fondamental,4.0,Agriculteurs,Informel,Non,Oui,Non,Non,4944.0
54,45-54,Femme,Rural,Sud,Marié,Secondaire,5.0,Employés,Informel,Non,Oui,Non,Non,8833.0
40,35-44,Femme,Rural,Ouest,Divorcé,Sans niveau,19.0,Ouvriers,Informel,Non,Non,Non,Non,2143.0
41,35-44,Femme,Rural,Ouest,Marié,Secondaire,3.0,Ouvriers,Informel,Non,Non,Non,Non,6945.0
46,45-54,Homme,Urbain,Centre,Marié,Fondamental,27.0,Ouvriers,Privé,Oui,Non,Non,Non,10662.0
55,55-64,Homme,Urbain,Nord,Marié,Secondaire,28.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,47459.0
44,35-44,Homme,Urbain,Centre,Marié,Fondamental,14.0,Ouvriers,Privé,Non,Non,Non,Non,9070.0
55,55-64,Femme,Urbain,Nord,Marié,Fondamental,7.0,Ouvriers,Privé,Non,Non,Non,Oui,9235.0
