area,age,gender,education,socio_professional_group,years_experience,marital_status,has_car,home_ownership,has_land,number_of_children,source_revenu_secondaire,health_insurance,income,age_category,year_of_birth,age_squared,favorite_color
urbain,66,homme,fondamental,Groupe6,32.0,célibataire,1,rented,0,0,0,0,8438,âgé,1958,4356,vert
urbain,25,femme,secondaire,Groupe6,3.0,marié,1,rented,0,1,0,0,8210,jeune,1999,625,rouge
urbain,18,homme,fondamental,Groupe5,0.0,célibataire,1,owned,0,2,0,0,9662,jeune,2006,324,bleu
urbain,36,homme,fondamental,Groupe5,,marié,0,rented,0,2,1,0,13617,adulte,1988,1296,bleu
urbain,31,homme,fondamental,Groupe4,7.0,marié,1,rented,1,1,1,0,16204,adulte,1993,961,vert
urbain,49,homme,,Groupe4,21.0,marié,1,owned,0,1,0,0,15640,sénior,1975,2401,rouge
rural,27,femme,sans_niveau,Groupe6,9.0,célibataire,1,owned,1,0,1,0,6922,adulte,1997,729,vert
urbain,32,femme,supérieur,Groupe6,14.0,célibataire,1,rented,0,1,1,0,24607,adulte,1992,1024,bleu
urbain,22,homme,fondamental,Groupe5,4.0,célibataire,0,owned,1,1,0,0,17740,jeune,2002,484,jaune
urbain,47,homme,fondamental,Groupe2,16.0,célibataire,1,,0,0,1,1,19095,sénior,1977,2209,rouge
urbain,37,homme,supérieur,Groupe5,14.0,marié,1,rented,0,3,0,1,13577,adulte,1987,1369,vert
urbain,30,homme,fondamental,Groupe3,5.0,marié,1,owned,0,2,1,0,8215,adulte,1994,900,jaune
rural,32,femme,secondaire,Groupe6,9.0,célibataire,1,owned,1,0,0,0,5512,adulte,1992,1024,rouge
urbain,34,homme,fondamental,Groupe5,9.0,célibataire,1,rented,0,1,0,1,16863,adulte,1990,1156,vert
urbain,18,homme,secondaire,Groupe2,0.0,marié,1,owned,0,0,1,1,8686,jeune,2006,324,jaune
urbain,52,homme,secondaire,Groupe4,24.0,célibataire,0,owned,0,2,1,1,15607,sénior,1972,2704,jaune
urbain,51,femme,,Groupe5,28.0,célibataire,0,rented,0,1,1,1,32596,sénior,1973,2601,rouge
urbain,35,homme,,Groupe4,13.0,marié,0,rented,0,1,0,0,24717,adulte,1989,1225,jaune
rural,34,femme,secondaire,Groupe4,13.0,célibataire,0,owned,0,1,1,0,2974,adulte,1990,1156,jaune
urbain,20,femme,fondamental,Groupe5,2.0,marié,1,owned,0,1,0,0,10725,jeune,2004,400,rouge
urbain,60,homme,fondamental,Groupe5,34.0,marié,1,rented,0,2,0,0,108941,sénior,1964,3600,jaune
urbain,57,homme,secondaire,Groupe1,34.0,veuf,1,rented,0,0,1,1,137343,sénior,1967,3249,rouge
urbain,40,femme,fondamental,Groupe3,13.0,veuf,1,owned,0,0,0,0,8612,adulte,1984,1600,jaune
rural,47,homme,secondaire,Groupe5,23.0,marié,1,owned,1,0,0,0,37769,sénior,1977,2209,rouge
urbain,53,femme,sans_niveau,Groupe2,22.0,marié,1,rented,0,1,0,0,55466,sénior,1971,2809,vert
urbain,50,femme,secondaire,Groupe4,28.0,célibataire,1,rented,0,2,0,1,29500,sénior,1974,2500,rouge
rural,22,femme,,Groupe5,2.0,marié,1,rented,1,2,0,0,12820,jeune,2002,484,jaune
urbain,30,homme,secondaire,Groupe6,12.0,marié,1,owned,0,0,0,1,19871,adulte,1994,900,bleu
rural,42,femme,fondamental,Groupe5,21.0,marié,0,other,1,2,1,0,5668,adulte,1982,1764,bleu
urbain,38,homme,secondaire,Groupe2,12.0,veuf,1,,0,1,1,1,33382,adulte,1986,1444,jaune
urbain,46,femme,sans_niveau,Groupe6,17.0,célibataire,1,other,0,0,1,0,29583,sénior,1978,2116,rouge
rural,44,femme,fondamental,Groupe4,17.0,célibataire,1,other,0,1,1,0,2905,adulte,1980,1936,bleu
rural,38,homme,secondaire,Groupe4,12.0,célibataire,0,other,1,2,1,1,6125,adulte,1986,1444,jaune
urbain,18,homme,fondamental,Groupe2,0.0,divorcé,0,owned,0,1,1,1,14715,jeune,2006,324,rouge
rural,52,homme,supérieur,Groupe4,21.0,célibataire,0,owned,1,0,0,0,8039,sénior,1972,2704,vert
urbain,47,homme,supérieur,Groupe4,17.0,célibataire,0,owned,0,0,0,0,43084,sénior,1977,2209,vert
urbain,66,femme,secondaire,Groupe2,35.0,marié,0,rented,0,0,0,1,59368,âgé,1958,4356,vert
urbain,27,femme,secondaire,Groupe2,9.0,célibataire,0,rented,0,0,0,1,31376,adulte,1997,729,vert
urbain,18,homme,,Groupe2,0.0,célibataire,1,owned,0,1,1,0,28941,jeune,2006,324,vert
rural,32,femme,secondaire,Groupe6,11.0,marié,0,owned,1,3,1,0,1238,adulte,1992,1024,jaune
urbain,41,homme,sans_niveau,Groupe1,19.0,célibataire,1,owned,0,1,0,0,24294,adulte,1983,1681,rouge
urbain,28,homme,secondaire,Groupe4,4.0,célibataire,1,owned,0,0,1,1,14083,adulte,1996,784,jaune
rural,55,homme,fondamental,Groupe5,26.0,divorcé,0,owned,1,3,1,0,3229,sénior,1969,3025,rouge
urbain,25,femme,sans_niveau,Groupe4,0.0,divorcé,1,owned,0,1,0,0,4975,jeune,1999,625,jaune
urbain,33,homme,supérieur,Groupe3,8.0,marié,1,owned,0,0,0,0,20866,adulte,1991,1089,vert
urbain,31,femme,supérieur,Groupe6,10.0,célibataire,0,,0,1,1,1,15994,adulte,1993,961,jaune
urbain,70,femme,supérieur,Groupe4,36.0,marié,0,rented,0,0,0,1,54108,âgé,1954,4900,bleu
rural,21,femme,secondaire,Groupe4,3.0,célibataire,1,owned,0,0,1,1,2872,jeune,2003,441,bleu
urbain,43,femme,sans_niveau,Groupe2,21.0,marié,1,owned,1,0,0,1,4713,adulte,1981,1849,vert
urbain,18,homme,fondamental,Groupe6,0.0,marié,0,rented,0,1,0,0,8433,jeune,2006,324,rouge
rural,40,homme,,Groupe3,10.0,veuf,1,other,0,0,0,0,3998,adulte,1984,1600,vert
urbain,20,homme,fondamental,Groupe2,0.0,marié,0,rented,0,1,1,0,8077,jeune,2004,400,bleu
urbain,51,femme,fondamental,Groupe4,18.0,célibataire,0,rented,0,0,1,0,15479,sénior,1973,2601,bleu
rural,48,femme,secondaire,Groupe5,26.0,célibataire,1,owned,1,0,0,0,16042,sénior,1976,2304,rouge
urbain,39,femme,sans_niveau,Groupe2,7.0,marié,1,owned,0,1,1,1,52813,adulte,1985,1521,bleu
urbain,18,homme,fondamental,Groupe3,0.0,marié,1,owned,0,2,0,1,11126,jeune,2006,324,rouge
urbain,34,homme,supérieur,Groupe3,,veuf,0,owned,0,2,1,0,68906,adulte,1990,1156,rouge
urbain,30,femme,fondamental,Groupe5,4.0,célibataire,1,rented,0,1,0,0,5269,adulte,1994,900,bleu
urbain,47,femme,fondamental,Groupe2,17.0,divorcé,0,rented,0,0,0,1,63311,sénior,1977,2209,vert
urbain,21,homme,sans_niveau,Groupe6,2.0,célibataire,1,owned,0,2,0,0,5674,jeune,2003,441,rouge
rural,52,femme,secondaire,Groupe3,23.0,célibataire,0,owned,1,2,1,1,8617,sénior,1972,2704,rouge
urbain,49,femme,sans_niveau,Groupe3,18.0,veuf,0,owned,0,0,1,0,54344,sénior,1975,2401,vert
urbain,18,femme,sans_niveau,Groupe4,,célibataire,1,rented,0,0,1,1,4293,jeune,2006,324,jaune
rural,31,femme,supérieur,Groupe2,10.0,célibataire,0,owned,1,1,0,1,1041,adulte,1993,961,jaune
urbain,34,homme,fondamental,Groupe6,6.0,célibataire,1,rented,0,0,1,0,12685,adulte,1990,1156,rouge
rural,50,femme,,Groupe2,25.0,célibataire,0,owned,1,1,1,0,25394,sénior,1974,2500,bleu
urbain,24,homme,fondamental,Groupe1,0.0,célibataire,0,owned,0,2,1,1,21872,jeune,2000,576,rouge
urbain,38,homme,fondamental,Groupe3,10.0,veuf,1,rented,0,0,0,1,15472,adulte,1986,1444,vert
rural,51,femme,fondamental,Groupe1,24.0,célibataire,1,owned,1,0,1,0,8570,sénior,1973,2601,vert
urbain,38,femme,fondamental,Groupe2,15.0,veuf,1,,1,1,1,1,18506,adulte,1986,1444,bleu
rural,18,homme,sans_niveau,Groupe2,0.0,célibataire,1,rented,1,0,1,1,3207,jeune,2006,324,vert
urbain,27,femme,sans_niveau,Groupe1,6.0,veuf,1,other,0,0,0,1,13358,adulte,1997,729,jaune
urbain,48,femme,secondaire,Groupe5,,célibataire,0,rented,0,1,0,1,15184,sénior,1976,2304,rouge
urbain,46,homme,supérieur,Groupe4,19.0,célibataire,1,rented,1,1,0,1,52501,sénior,1978,2116,jaune
urbain,18,homme,secondaire,Groupe4,0.0,marié,1,rented,0,0,0,0,8921,jeune,2006,324,jaune
rural,38,femme,secondaire,Groupe2,17.0,marié,1,owned,1,1,1,1,8231,adulte,1986,1444,vert
rural,49,homme,fondamental,Groupe5,21.0,marié,0,other,1,0,0,1,2751,sénior,1975,2401,bleu
rural,43,femme,fondamental,Groupe6,18.0,marié,1,owned,1,1,1,1,1674,adulte,1981,1849,jaune
urbain,44,homme,supérieur,Groupe5,15.0,marié,1,rented,0,0,0,0,21616,adulte,1980,1936,bleu
urbain,65,homme,,Groupe5,36.0,marié,1,other,0,2,0,0,14845,âgé,1959,4225,bleu
rural,34,femme,fondamental,Groupe6,14.0,veuf,0,other,1,0,1,0,547,adulte,1990,1156,rouge
urbain,39,femme,secondaire,Groupe5,18.0,veuf,0,other,0,1,0,0,15851,adulte,1985,1521,bleu
rural,20,homme,sans_niveau,Groupe3,0.0,marié,0,owned,1,1,0,1,3384,jeune,2004,400,vert
urbain,25,homme,sans_niveau,Groupe5,0.0,célibataire,0,rented,0,0,0,0,10335,jeune,1999,625,vert
urbain,30,homme,secondaire,Groupe5,10.0,célibataire,1,rented,0,0,1,1,23684,adulte,1994,900,bleu
rural,47,homme,supérieur,Groupe4,21.0,célibataire,0,owned,1,1,1,0,8846,sénior,1977,2209,vert
rural,23,homme,sans_niveau,Groupe5,,veuf,1,owned,1,0,0,0,897,jeune,2001,529,jaune
rural,53,femme,supérieur,Groupe3,24.0,célibataire,0,rented,1,1,1,0,952,sénior,1971,2809,vert
urbain,18,femme,supérieur,Groupe4,0.0,veuf,0,owned,0,0,0,0,4872,jeune,2006,324,jaune
urbain,44,homme,sans_niveau,Groupe6,21.0,célibataire,1,owned,1,0,1,1,40258,adulte,1980,1936,rouge
urbain,43,homme,fondamental,Groupe6,17.0,célibataire,0,rented,0,0,0,0,19469,adulte,1981,1849,bleu
urbain,38,homme,fondamental,Groupe1,15.0,marié,1,rented,0,1,0,0,28932,adulte,1986,1444,jaune
urbain,49,femme,fondamental,Groupe2,20.0,célibataire,1,rented,0,0,0,1,35251,sénior,1975,2401,bleu
rural,23,homme,fondamental,Groupe6,1.0,marié,0,owned,1,2,0,0,739,jeune,2001,529,bleu
urbain,28,homme,supérieur,Groupe3,6.0,marié,0,owned,0,2,1,1,6590,adulte,1996,784,rouge
urbain,20,femme,supérieur,Groupe2,0.0,célibataire,1,rented,0,0,1,1,473037,jeune,2004,400,rouge
urbain,35,femme,fondamental,Groupe4,10.0,célibataire,1,owned,0,0,0,0,7431,adulte,1989,1225,vert
rural,33,homme,fondamental,Groupe2,13.0,divorcé,1,rented,1,0,0,1,7674,adulte,1991,1089,jaune
urbain,47,femme,secondaire,Groupe6,16.0,célibataire,1,rented,0,0,0,0,14585,sénior,1977,2209,rouge
rural,40,femme,fondamental,Groupe5,15.0,célibataire,1,owned,1,0,1,0,5787,adulte,1984,1600,vert
rural,45,femme,secondaire,Groupe6,14.0,marié,0,owned,1,3,0,0,1211,adulte,1979,2025,rouge
rural,32,homme,secondaire,Groupe5,11.0,célibataire,1,owned,0,3,0,0,13937,adulte,1992,1024,vert
rural,41,homme,secondaire,Groupe4,17.0,marié,0,owned,1,1,1,0,4135,adulte,1983,1681,rouge
rural,62,homme,secondaire,Groupe1,33.0,célibataire,1,rented,1,0,1,1,17004,âgé,1962,3844,vert
urbain,18,homme,secondaire,Groupe5,0.0,divorcé,0,owned,0,1,0,1,251446,jeune,2006,324,rouge
urbain,18,homme,secondaire,Groupe4,0.0,célibataire,0,rented,0,1,0,1,11928,jeune,2006,324,vert
urbain,44,femme,fondamental,Groupe6,17.0,marié,0,rented,0,1,0,0,13067,adulte,1980,1936,rouge
urbain,22,homme,supérieur,Groupe3,4.0,célibataire,1,rented,0,0,1,1,87116,jeune,2002,484,jaune
rural,18,homme,secondaire,Groupe4,0.0,célibataire,1,owned,1,0,1,0,16317,jeune,2006,324,jaune
urbain,43,homme,supérieur,Groupe3,17.0,marié,0,other,0,3,1,0,31928,adulte,1981,1849,vert
rural,19,femme,fondamental,Groupe1,0.0,célibataire,1,other,1,1,0,1,4055,jeune,2005,361,vert
urbain,58,homme,secondaire,Groupe6,33.0,célibataire,0,rented,0,0,0,0,41138,sénior,1966,3364,vert
urbain,37,homme,sans_niveau,Groupe1,9.0,marié,1,rented,0,1,0,1,44515,adulte,1987,1369,bleu
rural,31,femme,sans_niveau,Groupe3,7.0,veuf,1,other,0,0,0,0,7109,adulte,1993,961,rouge
urbain,22,homme,sans_niveau,Groupe3,4.0,célibataire,1,owned,0,0,1,1,21844,jeune,2002,484,vert
rural,38,femme,supérieur,Groupe6,14.0,célibataire,0,owned,1,2,0,0,7581,adulte,1986,1444,vert
rural,18,femme,fondamental,Groupe2,0.0,marié,0,rented,1,2,0,1,2449,jeune,2006,324,bleu
urbain,18,homme,secondaire,Groupe6,0.0,marié,1,owned,0,0,1,0,10289,jeune,2006,324,jaune
urbain,18,homme,supérieur,Groupe5,,célibataire,0,rented,0,2,0,0,14340,jeune,2006,324,rouge
urbain,52,homme,supérieur,Groupe5,23.0,marié,1,rented,0,2,1,0,27729,sénior,1972,2704,bleu
rural,21,femme,secondaire,Groupe5,3.0,marié,0,owned,1,1,0,0,2760,jeune,2003,441,vert
urbain,18,femme,fondamental,Groupe4,0.0,célibataire,1,rented,0,1,1,1,3611,jeune,2006,324,bleu
urbain,33,homme,sans_niveau,Groupe2,11.0,veuf,1,rented,0,0,0,1,43121,adulte,1991,1089,bleu
rural,68,homme,secondaire,Groupe2,38.0,marié,1,other,1,2,1,1,8534,âgé,1956,4624,bleu
urbain,51,homme,fondamental,Groupe2,22.0,célibataire,1,rented,0,0,1,1,24337,sénior,1973,2601,bleu
rural,22,femme,fondamental,Groupe4,4.0,marié,0,rented,1,0,1,0,20598,jeune,2002,484,rouge
rural,22,femme,secondaire,Groupe6,4.0,veuf,1,owned,1,1,0,1,710,jeune,2002,484,jaune
rural,23,femme,supérieur,Groupe2,4.0,marié,0,owned,1,3,1,1,6695,jeune,2001,529,jaune
rural,21,homme,secondaire,Groupe5,3.0,veuf,1,owned,1,0,1,0,1618,jeune,2003,441,jaune
urbain,43,homme,supérieur,Groupe2,15.0,célibataire,0,rented,0,1,0,1,28032,adulte,1981,1849,rouge
rural,29,femme,supérieur,Groupe6,6.0,célibataire,1,owned,1,0,1,1,2305,adulte,1995,841,vert
urbain,18,homme,,Groupe5,0.0,veuf,0,owned,0,0,0,0,4863,jeune,2006,324,jaune
urbain,18,femme,sans_niveau,Groupe2,0.0,célibataire,1,rented,0,2,0,0,25373,jeune,2006,324,bleu
urbain,69,homme,secondaire,Groupe4,37.0,célibataire,1,owned,0,1,0,1,74744,âgé,1955,4761,bleu
rural,46,femme,fondamental,Groupe5,22.0,divorcé,1,owned,1,0,1,0,3987,sénior,1978,2116,bleu
rural,22,femme,,Groupe5,1.0,célibataire,0,owned,1,2,0,0,1524,jeune,2002,484,jaune
rural,53,femme,sans_niveau,Groupe2,25.0,célibataire,0,rented,1,0,1,1,10246,sénior,1971,2809,jaune
urbain,18,homme,fondamental,Groupe6,0.0,divorcé,1,other,1,1,0,1,3809,jeune,2006,324,bleu
rural,32,femme,fondamental,Groupe2,8.0,célibataire,0,owned,1,0,0,1,3085,adulte,1992,1024,jaune
rural,31,homme,sans_niveau,Groupe5,7.0,célibataire,1,rented,1,0,1,1,608,adulte,1993,961,bleu
rural,37,homme,secondaire,Groupe4,14.0,marié,0,owned,1,1,0,0,6975,adulte,1987,1369,bleu
urbain,20,femme,secondaire,Groupe5,0.0,marié,0,owned,0,1,0,0,2919,jeune,2004,400,jaune
urbain,36,homme,fondamental,Groupe5,8.0,marié,1,rented,0,2,1,0,18863,adulte,1988,1296,vert
urbain,18,homme,,Groupe4,0.0,célibataire,1,owned,1,0,0,1,12163,jeune,2006,324,rouge
urbain,29,femme,supérieur,Groupe5,8.0,marié,0,owned,0,1,0,1,6892,adulte,1995,841,vert
urbain,55,femme,secondaire,Groupe6,,célibataire,1,owned,0,0,0,1,13677,sénior,1969,3025,rouge
urbain,50,femme,supérieur,Groupe1,29.0,célibataire,1,owned,0,1,0,1,67691,sénior,1974,2500,rouge
urbain,24,homme,fondamental,Groupe2,0.0,veuf,1,rented,1,1,1,0,13091,jeune,2000,576,jaune
urbain,18,homme,,Groupe5,0.0,divorcé,1,owned,0,1,0,0,39084,jeune,2006,324,jaune
urbain,18,femme,fondamental,Groupe5,0.0,veuf,1,rented,0,3,0,1,4280,jeune,2006,324,rouge
rural,44,femme,sans_niveau,Groupe2,21.0,divorcé,1,other,1,2,1,0,3949,adulte,1980,1936,rouge
urbain,39,homme,supérieur,Groupe4,11.0,célibataire,1,owned,0,1,0,0,26658,adulte,1985,1521,bleu
urbain,40,femme,sans_niveau,Groupe4,12.0,célibataire,0,owned,0,0,1,0,21425,adulte,1984,1600,vert
urbain,60,homme,,Groupe2,30.0,marié,1,owned,0,0,0,1,143347,sénior,1964,3600,rouge
urbain,37,femme,sans_niveau,Groupe3,16.0,divorcé,1,rented,0,1,0,0,36034,adulte,1987,1369,bleu
rural,38,homme,sans_niveau,Groupe2,8.0,marié,1,other,1,1,1,1,816,adulte,1986,1444,bleu
urbain,18,femme,sans_niveau,Groupe4,0.0,marié,0,rented,0,1,0,0,11339,jeune,2006,324,rouge
urbain,59,femme,sans_niveau,Groupe4,28.0,célibataire,1,rented,0,0,1,0,23507,sénior,1965,3481,jaune
rural,32,homme,fondamental,Groupe2,14.0,célibataire,1,owned,1,0,1,1,10458,adulte,1992,1024,rouge
urbain,22,femme,,Groupe2,0.0,divorcé,0,rented,1,0,0,1,11842,jeune,2002,484,jaune
urbain,38,femme,sans_niveau,Groupe6,17.0,célibataire,1,owned,1,2,1,0,5021,adulte,1986,1444,bleu
urbain,65,homme,supérieur,Groupe5,33.0,célibataire,0,owned,0,2,0,0,100823,âgé,1959,4225,bleu
urbain,67,homme,fondamental,Groupe3,32.0,marié,1,owned,0,1,0,0,12090,âgé,1957,4489,jaune
rural,20,homme,supérieur,Groupe6,1.0,célibataire,0,owned,1,2,1,1,7464,jeune,2004,400,jaune
urbain,52,homme,fondamental,Groupe2,24.0,célibataire,1,owned,0,0,0,1,32959,sénior,1972,2704,vert
rural,40,femme,secondaire,Groupe4,13.0,veuf,0,owned,1,1,1,0,2341,adulte,1984,1600,vert
rural,49,femme,sans_niveau,Groupe1,19.0,célibataire,0,owned,1,1,0,1,6298,sénior,1975,2401,vert
urbain,39,homme,secondaire,Groupe3,16.0,veuf,1,rented,0,0,0,0,49749,adulte,1985,1521,bleu
urbain,44,femme,fondamental,Groupe5,18.0,célibataire,1,rented,0,0,1,0,39451,adulte,1980,1936,jaune
urbain,54,homme,fondamental,Groupe1,22.0,célibataire,1,rented,0,0,1,0,41502,sénior,1970,2916,jaune
urbain,18,homme,,Groupe5,0.0,célibataire,1,rented,0,3,0,0,21112,jeune,2006,324,vert
urbain,40,homme,supérieur,Groupe2,,veuf,1,owned,0,0,0,1,48950,adulte,1984,1600,jaune
urbain,18,homme,secondaire,Groupe6,0.0,divorcé,1,rented,0,0,0,1,6395,jeune,2006,324,vert
urbain,28,femme,supérieur,Groupe5,6.0,célibataire,1,rented,0,1,0,1,21310,adulte,1996,784,rouge
rural,35,femme,fondamental,Groupe5,14.0,veuf,0,,1,0,0,0,3416,adulte,1989,1225,rouge
urbain,19,femme,,Groupe3,1.0,célibataire,1,rented,0,0,0,0,2957,jeune,2005,361,vert
rural,26,homme,sans_niveau,Groupe2,8.0,marié,0,owned,1,0,1,1,436,adulte,1998,676,bleu
rural,18,femme,supérieur,Groupe5,0.0,célibataire,0,owned,0,0,1,0,906,jeune,2006,324,bleu
urbain,26,femme,secondaire,Groupe5,3.0,célibataire,0,other,0,1,0,1,5481,adulte,1998,676,bleu
urbain,42,femme,secondaire,Groupe5,20.0,veuf,1,other,0,0,0,0,20914,adulte,1982,1764,jaune
urbain,47,homme,supérieur,Groupe5,17.0,divorcé,1,owned,0,2,1,0,22363,sénior,1977,2209,vert
urbain,23,femme,secondaire,Groupe2,0.0,célibataire,0,other,0,0,1,0,10933,jeune,2001,529,rouge
urbain,54,homme,fondamental,Groupe2,21.0,marié,1,rented,0,2,0,1,23119,sénior,1970,2916,rouge
urbain,43,homme,secondaire,Groupe1,16.0,célibataire,0,other,0,0,0,1,77530,adulte,1981,1849,vert
urbain,56,homme,secondaire,Groupe5,24.0,célibataire,1,owned,0,0,0,1,29909,sénior,1968,3136,rouge
rural,18,homme,secondaire,Groupe5,,marié,0,other,1,1,0,1,3002,jeune,2006,324,jaune
urbain,39,femme,secondaire,Groupe2,19.0,marié,0,owned,0,4,0,1,44937,adulte,1985,1521,bleu
urbain,44,femme,fondamental,Groupe1,,marié,1,owned,0,1,0,1,51530,adulte,1980,1936,vert
urbain,18,homme,secondaire,Groupe2,0.0,divorcé,0,owned,0,1,1,1,15947,jeune,2006,324,rouge
urbain,70,femme,fondamental,Groupe2,33.0,marié,1,owned,0,2,1,0,85266,âgé,1954,4900,jaune
urbain,25,femme,fondamental,Groupe6,4.0,célibataire,1,owned,0,0,0,0,5627,jeune,1999,625,vert
rural,43,homme,fondamental,Groupe6,16.0,célibataire,0,rented,1,1,0,0,1564,adulte,1981,1849,jaune
urbain,48,homme,sans_niveau,Groupe3,18.0,célibataire,1,rented,0,0,1,1,29635,sénior,1976,2304,jaune
urbain,36,homme,sans_niveau,Groupe5,9.0,veuf,0,owned,1,0,0,0,10540,adulte,1988,1296,bleu
urbain,55,femme,supérieur,Groupe5,24.0,marié,1,rented,0,1,1,0,16472,sénior,1969,3025,vert
urbain,64,femme,secondaire,Groupe2,21.0,célibataire,0,rented,0,1,0,1,23271,âgé,1960,4096,bleu
urbain,18,femme,fondamental,Groupe5,0.0,marié,0,rented,0,0,0,0,3664,jeune,2006,324,rouge
urbain,36,femme,fondamental,Groupe4,,marié,1,owned,0,0,1,0,10360,adulte,1988,1296,jaune
urbain,48,homme,fondamental,Groupe5,22.0,célibataire,0,other,0,1,1,1,39734,sénior,1976,2304,rouge
urbain,18,femme,fondamental,Groupe3,0.0,marié,1,owned,0,1,1,0,19649,jeune,2006,324,bleu
urbain,50,homme,fondamental,Groupe4,24.0,marié,0,rented,0,1,0,0,39482,sénior,1974,2500,vert
urbain,60,femme,secondaire,Groupe5,26.0,veuf,1,rented,0,1,0,1,18609,sénior,1964,3600,vert
urbain,54,homme,fondamental,Groupe1,25.0,célibataire,1,owned,0,0,1,0,78401,sénior,1970,2916,bleu
rural,41,homme,secondaire,Groupe3,14.0,marié,0,rented,1,2,1,1,400,adulte,1983,1681,vert
urbain,58,homme,fondamental,Groupe5,26.0,célibataire,1,rented,0,1,0,0,39099,sénior,1966,3364,vert
rural,40,femme,fondamental,Groupe3,,marié,0,other,1,0,1,0,5515,adulte,1984,1600,bleu
urbain,18,homme,supérieur,Groupe5,,célibataire,1,other,0,0,0,0,13386,jeune,2006,324,bleu
urbain,27,homme,fondamental,Groupe2,6.0,célibataire,1,owned,0,0,0,0,31857,adulte,1997,729,vert
urbain,31,femme,sans_niveau,Groupe1,10.0,marié,1,rented,0,0,1,1,38762,adulte,1993,961,rouge
urbain,34,homme,fondamental,Groupe2,11.0,marié,0,rented,0,0,0,0,16255,adulte,1990,1156,bleu
urbain,33,homme,sans_niveau,Groupe3,5.0,marié,1,other,0,2,0,0,13617,adulte,1991,1089,rouge
urbain,29,femme,supérieur,Groupe5,3.0,marié,1,owned,0,2,1,1,37290,adulte,1995,841,jaune
rural,38,femme,fondamental,Groupe2,13.0,marié,1,owned,1,1,1,1,5307,adulte,1986,1444,bleu
rural,57,femme,,Groupe2,27.0,célibataire,0,owned,0,1,1,1,8022,sénior,1967,3249,jaune
urbain,38,homme,sans_niveau,Groupe4,18.0,marié,1,rented,0,0,0,1,8063,adulte,1986,1444,rouge
urbain,44,femme,sans_niveau,Groupe6,17.0,marié,1,rented,0,0,0,0,18648,adulte,1980,1936,vert
rural,18,homme,fondamental,Groupe4,0.0,célibataire,0,other,1,0,1,0,4068,jeune,2006,324,vert
rural,36,homme,,Groupe6,11.0,célibataire,0,owned,1,0,1,0,8110,adulte,1988,1296,vert
urbain,51,femme,supérieur,Groupe5,22.0,marié,1,owned,0,0,0,0,14835,sénior,1973,2601,jaune
rural,53,homme,fondamental,Groupe2,24.0,célibataire,0,owned,0,2,1,1,2796,sénior,1971,2809,bleu
urbain,52,femme,fondamental,Groupe2,22.0,célibataire,0,owned,1,1,0,1,29584,sénior,1972,2704,jaune
urbain,39,homme,supérieur,Groupe4,16.0,marié,1,owned,0,1,0,0,45606,adulte,1985,1521,rouge
urbain,41,femme,fondamental,Groupe4,16.0,célibataire,1,owned,0,0,1,0,12120,adulte,1983,1681,jaune
rural,24,homme,sans_niveau,Groupe3,5.0,célibataire,0,,0,1,1,0,1288,jeune,2000,576,vert
rural,47,femme,supérieur,Groupe5,18.0,célibataire,0,rented,1,1,0,0,9877,sénior,1977,2209,jaune
rural,24,femme,supérieur,Groupe3,5.0,célibataire,0,owned,1,1,1,0,4434,jeune,2000,576,jaune
urbain,45,homme,secondaire,Groupe2,17.0,marié,1,owned,0,1,0,1,19004,adulte,1979,2025,vert
rural,35,femme,supérieur,Groupe3,9.0,marié,1,rented,1,2,1,1,2572,adulte,1989,1225,vert
urbain,35,homme,sans_niveau,Groupe2,13.0,célibataire,1,,0,1,0,1,12158,adulte,1989,1225,rouge
urbain,50,femme,fondamental,Groupe1,24.0,divorcé,1,other,0,1,1,1,13005,sénior,1974,2500,vert
urbain,43,femme,sans_niveau,Groupe4,22.0,célibataire,1,owned,0,0,0,0,13406,adulte,1981,1849,vert
urbain,39,femme,supérieur,Groupe5,14.0,veuf,1,owned,0,1,1,0,10757,adulte,1985,1521,jaune
urbain,27,homme,fondamental,Groupe3,8.0,marié,0,other,0,1,0,0,11962,adulte,1997,729,vert
urbain,59,homme,supérieur,Groupe1,25.0,marié,0,rented,1,1,0,0,15103,sénior,1965,3481,rouge
rural,39,femme,fondamental,Groupe2,15.0,veuf,0,rented,1,1,1,1,2353,adulte,1985,1521,bleu
urbain,46,femme,secondaire,Groupe4,18.0,marié,1,rented,0,2,1,1,11728,sénior,1978,2116,rouge
urbain,36,homme,secondaire,Groupe5,10.0,marié,1,rented,0,1,0,0,19505,adulte,1988,1296,bleu
rural,24,femme,fondamental,Groupe5,2.0,célibataire,0,other,1,0,0,0,557151,jeune,2000,576,vert
urbain,40,homme,fondamental,Groupe2,15.0,marié,1,rented,0,3,0,1,28051,adulte,1984,1600,bleu
urbain,26,femme,supérieur,Groupe6,8.0,célibataire,0,rented,0,0,0,0,25009,adulte,1998,676,bleu
rural,41,femme,secondaire,Groupe2,19.0,célibataire,0,owned,1,1,1,1,6729,adulte,1983,1681,rouge
urbain,18,femme,secondaire,Groupe5,0.0,divorcé,1,other,1,1,0,0,2199,jeune,2006,324,bleu
rural,28,femme,fondamental,Groupe1,10.0,marié,1,rented,1,3,0,1,9649,adulte,1996,784,jaune
urbain,34,femme,supérieur,Groupe1,14.0,marié,1,owned,0,2,1,1,33645,adulte,1990,1156,jaune
